EmpID,Age,Experience,WLB,WorkEnv,PhysicalActivityHours,Workload,Stress,SleepHours,CommuteDistance,NumCompanies,TeamSize,NumReports,EduLevel,haveOT,TrainingHoursPerYear,JobSatisfaction,Gender_Male,Gender_Other,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,JobLevel_Junior,JobLevel_Lead,JobLevel_Mid,JobLevel_Senior,Dept_Finance,Dept_HR,Dept_IT,Dept_Legal,Dept_Marketing,Dept_Operations,Dept_Sales,EmpType_Full-Time,EmpType_Part-Time,CommuteMode_Car,CommuteMode_Motorbike,CommuteMode_Public Transport,CommuteMode_Walk,Workload_Stress,Workload_SleepHours,Stress_SleepHours,PC1,PC2,PC3,PC4
1012.0,28.0,6.0,2.0,1.0,1.2,5.0,1.0,6.8,13.0,2.0,9.0,0.0,Bachelor,False,23.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,34.0,6.8,0.2951801420963818,-2.0966234229728142,0.3762569422289985,0.13496923006250272
1015.0,26.0,4.0,2.0,3.0,1.2,5.0,2.0,6.8,15.0,1.0,8.0,0.0,Bachelor,False,22.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,10.0,34.0,13.6,1.7742857587585101,-1.2834484707664282,0.42517308806044257,0.4298415377375353
1017.0,26.0,4.0,1.0,1.0,1.2,3.0,2.0,7.8,27.0,1.0,10.0,0.0,Bachelor,False,22.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.0,23.4,15.6,0.6100707779235263,0.0912867137774438,-1.4015873561599685,1.104515901197196
1047.0,23.0,1.0,4.0,2.0,1.3,4.0,2.0,4.8,28.0,0.0,23.0,0.0,Bachelor,False,10.5,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,8.0,19.2,9.6,0.2625550899056729,-0.1490481922352346,1.4170814955932534,2.6234730062705784
1061.0,29.0,7.0,5.0,3.0,1.5,3.0,3.0,5.8,1.0,2.0,9.0,0.0,Bachelor,True,23.5,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.0,17.4,17.4,1.101081525206629,1.0900872875958494,1.8571836588507808,-0.7394056715003962
1070.0,37.0,3.0,4.0,1.0,1.9,5.0,1.0,5.6,28.0,5.0,11.0,0.0,Bachelor,False,31.5,1.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5.0,28.0,5.6,-0.13647905821864853,-1.7324328136756508,0.6722722570445567,2.2621931350657993
1073.0,35.0,8.0,1.0,4.0,2.2,3.0,5.0,7.0,16.0,4.0,16.0,3.0,Bachelor,False,44.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,15.0,21.0,35.0,4.040131674791551,2.6304984862619767,0.10939405050425333,0.39176903088798387
1082.0,38.0,16.0,1.0,2.0,0.9,2.0,1.0,4.5,27.0,5.0,15.0,0.0,Bachelor,True,38.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2.0,9.0,4.5,-2.141025130856688,0.48824760766134384,1.3381839727628737,2.4353215563335064
1084.0,43.0,21.0,3.0,1.0,0.4,3.0,3.0,6.7,25.0,7.0,11.0,0.0,Bachelor,False,40.5,1.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,9.0,20.1,20.1,1.4494648945896214,1.0344968838351996,-0.22830222369860573,1.414664894216803
1093.0,25.0,3.0,3.0,3.0,2.0,4.0,1.0,5.6,23.0,1.0,5.0,0.0,Bachelor,True,21.5,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4.0,22.4,5.6,-0.7114607220140624,-1.0448766841217276,0.8170514542950039,1.6651054462268469
1102.0,33.0,11.0,1.0,4.0,0.0,5.0,1.0,6.2,1.0,3.0,10.0,0.0,Bachelor,True,35.5,1.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5.0,31.0,6.2,0.090180275495793,-1.9280438007714569,1.5467054390541588,-0.8802318182597597
1102.0,22.0,0.0,2.0,1.0,0.6,3.0,1.0,6.3,8.0,0.0,9.0,0.0,Bachelor,True,20.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3.0,18.9,6.3,-1.0832547011739928,-0.49596368109620587,0.8660085685287069,-0.30093788839272284
1108.0,29.0,7.0,2.0,1.0,1.2,3.0,1.0,6.1,2.0,2.0,5.0,0.0,Bachelor,False,23.5,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.0,18.299999999999997,6.1,-1.1363893254982012,-0.46249035052565785,1.3577916694923018,-0.8540304588369604
1118.0,28.0,6.0,4.0,1.0,2.0,4.0,2.0,7.4,5.0,2.0,9.0,0.0,Bachelor,True,23.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,8.0,29.6,14.8,1.2564079262693644,-0.652591654218999,0.25562417329839093,-0.9848409685815839
1126.0,36.0,13.0,1.0,1.0,2.5,3.0,4.0,5.7,13.0,4.0,19.0,7.0,Bachelor,False,46.5,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,12.0,17.1,22.8,2.209056284993896,1.8494455185433862,1.4121324656127323,0.6313483782567473
1133.0,24.0,2.0,1.0,5.0,3.3,5.0,1.0,6.6,7.0,0.0,7.0,0.0,Bachelor,True,21.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,33.0,6.6,0.2279575951327934,-2.0418164394131026,0.8712721682904505,-0.41664270920634466
1151.0,22.0,0.0,2.0,2.0,1.6,3.0,3.0,5.6,23.0,0.0,25.0,0.0,Bachelor,False,10.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,9.0,16.799999999999997,16.799999999999997,1.0084828593323238,1.121385769810564,0.8874600287809812,1.6958037082130584
1165.0,32.0,4.0,1.0,3.0,0.5,1.0,4.0,7.2,29.0,3.0,14.0,0.0,Bachelor,True,32.0,1.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4.0,7.2,28.8,0.8456068927656116,3.3455379959219043,-1.2781784000118988,1.401226761359653
1170.0,29.0,1.0,3.0,2.0,2.7,5.0,1.0,6.5,11.0,2.0,6.0,0.0,Bachelor,False,20.5,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,32.5,6.5,0.19045872498953834,-2.0095611641906532,0.7517497364021158,0.05379188555755828
1177.0,23.0,1.0,3.0,1.0,1.6,2.0,4.0,7.4,15.0,0.0,21.0,0.0,Bachelor,True,10.5,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,8.0,14.8,29.6,1.9622221821243473,2.5790195249135617,-0.5055636629926398,-0.05747763904982588
1184.0,40.0,18.0,4.0,1.0,0.6,3.0,4.0,7.8,22.0,6.0,15.0,0.0,Bachelor,False,39.0,1.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,12.0,23.4,31.2,3.1735999365284946,1.8004637223403734,-1.0243772783970861,0.6295072846736669
1190.0,34.0,12.0,1.0,3.0,2.7,3.0,1.0,6.0,18.0,4.0,20.0,1.0,Bachelor,True,20.5,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3.0,18.0,6.0,-1.1735086857414128,-0.43258455875334545,0.6074588123366503,0.8949333593078079
1208.0,23.0,5.0,3.0,1.0,1.1,5.0,1.0,7.8,1.0,0.0,6.0,0.0,Bachelor,False,20.5,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5.0,39.0,7.8,0.6546184568830885,-2.3997690414269317,0.10336108143610083,-1.5844144599832213
1209.0,27.0,5.0,3.0,1.0,0.7,5.0,1.0,5.6,18.0,1.0,6.0,0.0,Bachelor,False,22.5,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,5.0,28.0,5.6,-0.13092534870227598,-1.7393639328793555,1.196600892643214,1.1961351859253322
1214.0,24.0,2.0,4.0,5.0,3.1,5.0,5.0,6.7,10.0,0.0,10.0,0.0,Bachelor,False,31.0,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25.0,33.5,33.5,6.158520647971944,1.156353000143417,1.2455054957072718,0.18914582438021948
1221.0,27.0,5.0,1.0,5.0,2.8,4.0,4.0,6.3,10.0,1.0,8.0,0.0,Bachelor,True,22.5,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,16.0,25.2,25.2,3.4795832940465323,1.1173671135832322,1.2394297372573797,0.16479535068547635
1228.0,34.0,12.0,1.0,4.0,1.5,5.0,5.0,6.8,19.0,4.0,13.0,0.0,Bachelor,True,36.0,1.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,25.0,34.0,34.0,6.212713350648168,1.15469016201199,0.6767872526745061,1.1012468709345393
1228.0,30.0,8.0,2.0,1.0,2.9,5.0,1.0,7.9,1.0,2.0,13.0,0.0,Bachelor,False,34.0,1.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.0,39.5,7.9,0.6898958432197946,-2.429251868967899,0.013152059084971563,-1.6284258750909377
1233.0,40.0,18.0,2.0,2.0,1.8,3.0,3.0,7.1,11.0,6.0,18.0,4.0,Bachelor,False,49.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,9.0,21.299999999999997,21.299999999999997,1.6180010977891135,0.9926932770168838,0.1381591296450221,-0.2575800177887043
1234.0,24.0,2.0,4.0,1.0,2.5,3.0,1.0,6.5,8.0,0.0,10.0,0.0,Bachelor,True,31.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3.0,19.5,6.5,-1.0267878511399617,-0.5335956831889767,0.6888226489243061,-0.38748008743276563
1240.0,29.0,6.0,1.0,3.0,2.0,5.0,1.0,5.9,4.0,2.0,14.0,0.0,Bachelor,False,33.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.0,29.5,5.9,-0.01731799636923662,-1.837515982387444,1.6600339154279473,-0.4283801881944704
1243.0,36.0,14.0,3.0,4.0,2.4,5.0,2.0,5.8,2.0,4.0,15.0,6.0,Bachelor,True,47.0,1.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,10.0,29.0,11.6,1.3689475805020994,-1.051585605637087,2.0254241594570974,-0.5075704136569477
1250.0,26.0,4.0,3.0,3.0,2.6,4.0,1.0,6.7,26.0,1.0,6.0,0.0,Bachelor,True,22.0,1.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.0,26.8,6.7,-0.36381737242350465,-1.3084409055910553,-0.3236580382279024,1.5048690005164291
1253.0,39.0,17.0,1.0,1.0,1.8,2.0,1.0,6.1,16.0,5.0,10.0,0.0,Bachelor,False,38.5,1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.0,12.2,6.1,-1.7395329406739486,0.2649019717517588,0.5103866154776211,0.5762427446602114
1260.0,31.0,9.0,5.0,3.0,2.9,1.0,5.0,5.2,21.0,3.0,19.0,1.0,Bachelor,True,44.5,1.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,5.0,5.2,26.0,0.9328688140114777,3.8858628603652017,1.0008091079731418,1.4555083424387945
1286.0,48.0,9.0,4.0,3.0,3.5,5.0,1.0,5.8,29.0,8.0,15.0,0.0,Bachelor,True,34.5,1.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5.0,29.0,5.8,-0.06647965649687378,-1.790705356837215,0.4394213487824333,2.2807760997644135
1290.0,28.0,6.0,2.0,1.0,1.8,5.0,2.0,6.5,17.0,2.0,8.0,0.0,Bachelor,True,23.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10.0,32.5,13.0,1.6494076166669274,-1.20980025089744,0.5958945144762315,0.7775921423120657
1322.0,41.0,15.0,1.0,2.0,4.0,3.0,1.0,6.1,19.0,6.0,15.0,0.0,Bachelor,False,37.5,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,18.299999999999997,6.1,-1.1458306316760345,-0.4507074478793602,0.46643298897458446,0.9582680547018336
1343.0,26.0,4.0,1.0,1.0,2.2,5.0,1.0,6.6,8.0,1.0,8.0,0.0,Bachelor,True,22.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.0,33.0,6.6,0.2274022241811561,-2.0411233274927323,0.8188393047305846,-0.31003691429229796
1344.0,23.0,7.0,1.0,3.0,1.4,5.0,1.0,7.5,15.0,0.0,8.0,0.0,Bachelor,False,20.5,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5.0,37.5,7.5,0.5410111045500492,-2.301616991918844,-0.3600719413486335,0.04010091413658162
1363.0,36.0,7.0,1.0,1.0,1.6,3.0,2.0,5.8,19.0,2.0,11.0,0.0,Bachelor,False,33.5,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,6.0,17.4,11.6,-0.06972302932496142,0.35415192871115664,0.8228019915771914,1.133789995107171
1374.0,28.0,6.0,2.0,1.0,1.7,5.0,1.0,7.7,10.0,2.0,11.0,0.0,Bachelor,True,33.0,1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,38.5,7.7,0.6143427319816473,-2.364048206602631,-0.27832566825156246,-0.5809508906490848
1386.0,33.0,11.0,2.0,2.0,1.1,5.0,1.0,6.6,17.0,3.0,13.0,0.0,Bachelor,False,35.5,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5.0,33.0,6.6,0.22240388561642083,-2.0348853202093977,0.34694353269179323,0.6494152399341222
1401.0,26.0,2.0,1.0,1.0,2.0,4.0,1.0,8.2,29.0,1.0,10.0,0.0,Bachelor,False,21.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.0,32.8,8.2,0.11084759987449613,-1.668602784235088,-1.8219714950574648,1.1700675255505366
1407.0,34.0,4.0,1.0,1.0,2.5,5.0,1.0,6.9,21.0,4.0,10.0,0.0,Bachelor,False,32.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5.0,34.5,6.9,0.32601456081999,-2.120561355150818,-0.1334149886010563,0.9438041742671599
1408.0,30.0,8.0,3.0,2.0,0.7,4.0,3.0,6.2,7.0,2.0,10.0,0.0,Bachelor,True,34.0,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12.0,24.8,18.6,2.117025055788695,0.3485461501441908,1.3672500452614729,-0.17339561030670922
1413.0,33.0,11.0,1.0,5.0,1.4,3.0,4.0,6.7,21.0,3.0,16.0,8.0,Bachelor,False,45.5,1.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,12.0,20.1,26.8,2.6662999793328614,1.828695269389042,0.05713909429046,1.0264360481360253
1427.0,27.0,5.0,2.0,2.0,1.9,4.0,2.0,8.2,25.0,1.0,9.0,0.0,Bachelor,True,22.5,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,8.0,32.8,16.4,1.547171062460014,-0.7887607659085879,-1.5214679237979296,0.791465486059631
1436.0,22.0,0.0,3.0,2.0,4.1,4.0,3.0,7.1,18.0,0.0,23.0,0.0,Bachelor,False,10.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.0,28.4,21.299999999999997,2.5043260734815767,0.23594457219310636,-0.04388089247983582,0.5914682013832558
1437.0,40.0,17.0,2.0,3.0,3.1,5.0,4.0,7.2,5.0,6.0,24.0,7.0,Bachelor,False,48.5,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,20.0,36.0,28.8,4.953122695465274,0.28001250297590763,0.8763890342283981,-0.658959713833072
1439.0,35.0,13.0,1.0,4.0,3.0,5.0,1.0,6.4,21.0,4.0,19.0,6.0,Bachelor,True,46.5,1.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,5.0,32.0,6.4,0.14962762913645997,-1.9731472174459819,0.3176301231545871,1.1638612498057417
1441.0,38.0,16.0,5.0,2.0,3.2,5.0,4.0,6.8,1.0,5.0,12.0,0.0,Bachelor,True,38.0,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,20.0,34.0,27.2,4.742493669212237,0.3304254190796765,1.4667969238009135,-0.8993181553652406
1455.0,42.0,20.0,5.0,2.0,1.2,5.0,3.0,7.2,26.0,6.0,12.0,0.0,Bachelor,True,40.0,1.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,15.0,36.0,21.6,3.4373298920112347,-0.5388028571881642,-0.3718695248371114,1.5014409540793539
1456.0,41.0,10.0,3.0,3.0,0.6,5.0,3.0,5.5,2.0,6.0,13.0,0.0,Bachelor,False,35.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15.0,27.5,16.5,2.647677160440367,-0.2376763231533639,2.4762868940330427,-0.2805166802293224
1458.0,36.0,10.0,1.0,3.0,3.3,1.0,4.0,6.2,20.0,4.0,10.0,0.0,Bachelor,False,35.0,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,6.2,24.8,0.45935818257518507,3.2589268682100605,0.11308720938095479,0.8921301406893783
1464.0,37.0,15.0,1.0,2.0,1.5,2.0,1.0,7.0,20.0,4.0,15.0,0.0,Bachelor,True,37.5,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.0,14.0,7.0,-1.5193514252659615,0.14633112924139097,-0.489409195511466,0.6165574487808333
1466.0,36.0,14.0,1.0,3.0,2.3,1.0,4.0,6.6,17.0,4.0,12.0,0.0,Bachelor,False,37.0,1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.0,6.6,26.4,0.6175231149321613,3.2889967806203533,-0.09736213488107236,0.39217054252478045
1472.0,36.0,14.0,1.0,4.0,2.5,4.0,3.0,6.3,2.0,4.0,13.0,0.0,Bachelor,True,37.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,12.0,25.2,18.9,2.1635141436758687,0.3317221673117651,1.5367066476627143,-0.7517356884730036
1472.0,22.0,0.0,5.0,1.0,1.0,5.0,3.0,7.8,2.0,0.0,22.0,0.0,Bachelor,True,10.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,15.0,39.0,23.4,3.7340640775835277,-0.6675885621442404,0.32542472056435645,-1.3311856921972176
1480.0,32.0,10.0,1.0,1.0,2.1,2.0,4.0,7.0,9.0,3.0,11.0,0.0,Bachelor,True,35.0,1.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,8.0,14.0,28.0,1.7949676656927256,2.564045258209099,0.18001357840603657,-0.5154895639362578
1481.0,37.0,15.0,4.0,5.0,2.4,3.0,5.0,5.7,2.0,5.0,10.0,0.0,Bachelor,True,37.5,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15.0,17.1,28.5,3.3699948291379638,2.584837165339121,2.0811374501279727,-0.4947718008113972
1490.0,25.0,3.0,4.0,3.0,0.5,5.0,2.0,5.0,17.0,1.0,9.0,0.0,Bachelor,False,21.5,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,10.0,25.0,10.0,1.0305706157253844,-0.8484902707562045,1.9738302821538336,1.4502872160442521
1495.0,59.0,13.0,1.0,2.0,2.5,5.0,2.0,6.7,22.0,12.0,25.0,9.0,Bachelor,False,46.5,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,10.0,33.5,13.4,1.7291423620342805,-1.254509355314419,0.1500054276532224,1.2209284403846743
1497.0,36.0,14.0,3.0,1.0,3.4,4.0,3.0,7.2,9.0,4.0,16.0,9.0,Bachelor,False,47.0,1.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,12.0,28.8,21.6,2.5530366451753,0.21634814167919902,0.3353071641608677,-0.41329505643922565
1515.0,26.0,4.0,2.0,1.0,3.2,4.0,3.0,6.6,4.0,1.0,10.0,0.0,Bachelor,True,22.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12.0,26.4,19.799999999999997,2.2935401011595578,0.29303312146078625,1.153717774348721,-0.6744574094330926
1522.0,27.0,5.0,5.0,2.0,1.9,5.0,5.0,5.4,10.0,1.0,8.0,0.0,Bachelor,False,22.5,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25.0,27.0,27.0,5.389037111839462,1.2590639905353125,2.5041976186289405,0.8047102241175275
1541.0,24.0,2.0,3.0,1.0,1.9,4.0,2.0,5.8,10.0,0.0,9.0,0.0,Bachelor,True,21.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8.0,23.2,11.6,0.6498899610643875,-0.3490633944231504,1.4503295072970774,0.25980689326808837
1559.0,24.0,2.0,4.0,2.0,0.9,5.0,3.0,5.9,2.0,0.0,18.0,4.0,Bachelor,False,41.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,15.0,29.5,17.700000000000003,2.8366140155957,-0.31244366906482063,2.1022239073428364,-0.4632417257889566
1560.0,37.0,5.0,2.0,2.0,4.1,5.0,1.0,6.3,22.0,5.0,17.0,3.0,Bachelor,True,42.5,1.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,5.0,31.5,6.3,0.11379487184811672,-1.9429712779846444,0.3554062819458505,1.3144784598275048
1573.0,25.0,3.0,1.0,1.0,4.1,5.0,4.0,6.7,23.0,1.0,8.0,0.0,Bachelor,False,21.5,1.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,20.0,33.5,26.8,4.677062880761321,0.3589702222741393,0.40844303431713047,1.4925255172747913
1576.0,25.0,3.0,1.0,1.0,1.4,4.0,1.0,8.1,26.0,1.0,15.0,0.0,Bachelor,False,31.5,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,32.4,8.1,0.08075830705254718,-1.6465327057025232,-1.575271913301204,0.8938913981222653
1582.0,23.0,1.0,1.0,4.0,2.9,4.0,3.0,7.0,10.0,0.0,30.0,0.0,Bachelor,False,10.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12.0,28.0,21.0,2.4650568079656865,0.24375810006071594,0.468289731397177,-0.216067054333057
1587.0,39.0,15.0,3.0,2.0,2.5,4.0,3.0,6.9,3.0,5.0,14.0,0.0,Bachelor,True,37.5,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,27.6,20.700000000000003,2.4252321714981595,0.25226473984869613,0.9280274917143237,-0.9169965151353225
1603.0,52.0,20.0,2.0,2.0,2.8,5.0,2.0,6.0,7.0,10.0,15.0,7.0,Bachelor,True,50.0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,10.0,30.0,12.0,1.4486823258694521,-1.0962947100540659,1.579535072634089,-0.06423411558433915
1607.0,34.0,10.0,2.0,1.0,1.0,5.0,2.0,8.1,29.0,4.0,15.0,3.0,Bachelor,False,45.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10.0,40.5,16.2,2.3028359662515925,-1.5868802200036463,-1.5030980004315992,1.3393202692996276
1625.0,23.0,1.0,4.0,1.0,1.2,4.0,2.0,5.7,10.0,0.0,27.0,0.0,Bachelor,False,10.5,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,8.0,22.8,11.4,0.6121561416614633,-0.3303094756610257,1.5413838605344532,0.3042830737230532
1630.0,48.0,11.0,3.0,2.0,2.8,5.0,5.0,7.7,24.0,8.0,25.0,7.0,Bachelor,False,45.5,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,25.0,38.5,38.5,6.742655867058625,1.0870481128809915,-0.45677930407059364,1.2081158764558666
1647.0,42.0,14.0,4.0,1.0,3.2,4.0,1.0,5.3,17.0,6.0,15.0,0.0,Bachelor,False,37.0,1.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.0,21.2,5.3,-0.8033947133348214,-0.9765871127629218,1.3998516088841915,1.1563944486841728
1667.0,28.0,4.0,3.0,1.0,2.2,4.0,1.0,7.2,12.0,2.0,10.0,0.0,Bachelor,True,32.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4.0,28.8,7.2,-0.19726515071627884,-1.4388915439446233,-0.036602903773104566,-0.205818414849569
1688.0,27.0,5.0,2.0,5.0,1.4,5.0,4.0,7.0,3.0,1.0,5.0,0.0,Bachelor,False,22.5,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20.0,35.0,28.0,4.847808182338756,0.30521896102779184,1.1715929790146558,-0.7791389345991562
1716.0,33.0,11.0,1.0,4.0,0.0,4.0,2.0,6.2,26.0,3.0,12.0,0.0,Bachelor,False,35.5,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,8.0,24.8,12.4,0.7919393034498892,-0.4129892787457222,0.24718627738972188,1.7875948900729755
1726.0,28.0,6.0,1.0,1.0,3.1,4.0,1.0,6.2,16.0,2.0,10.0,0.0,Bachelor,False,23.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0,24.8,6.2,-0.5170406912914365,-1.1946249533263786,0.6476755527540771,0.6570173379453065
1727.0,24.0,2.0,2.0,2.0,0.2,5.0,1.0,6.7,20.0,0.0,14.0,0.0,Bachelor,False,31.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5.0,33.5,6.7,0.25601515909821515,-2.062288811989254,0.099435919661067,0.9252212095685459
1731.0,23.0,1.0,5.0,2.0,1.4,4.0,3.0,5.2,20.0,0.0,21.0,0.0,Bachelor,False,10.5,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12.0,20.8,15.600000000000001,1.6726829021275311,0.49114083741473924,1.612699972964092,1.6655907595365078
