JobSatisfaction,Workload_Binned,SleepHours_Binned,Age_Binned,Stress_Binned,Experience_Binned,JobLevel,Gender,MaritalStatus,Dept,EmpType,haveOT_Binned
Satisfied,5,7,20-29,3,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Satisfied,4,6,20-29,3,1-5,Junior,Other,Single,IT,Full-Time,No
Satisfied,3,7,20-29,1,1-5,Junior,Other,Single,Operations,Full-Time,No
Satisfied,5,7,20-29,1,1-5,Junior,Female,Single,Operations,Part-Time,No
Satisfied,3,6,20-29,2,1-5,Junior,Female,Single,Sales,Full-Time,No
Satisfied,4,8,20-29,1,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Satisfied,1,6,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Satisfied,2,8,20-29,1,1-5,Junior,Female,Married,Legal,Full-Time,No
Satisfied,4,7,20-29,1,1-5,Junior,Male,Single,Sales,Full-Time,No
Satisfied,2,8,20-29,1,1-5,Intern/Fresher,Female,Single,Sales,Full-Time,Yes
Satisfied,1,7,20-29,4,1-5,Intern/Fresher,Male,Single,Legal,Full-Time,No
Satisfied,2,7,20-29,1,1-5,Intern/Fresher,Other,Single,Finance,Full-Time,No
Satisfied,2,8,20-29,3,1-5,Junior,Male,Single,Customer Service,Full-Time,No
Satisfied,1,7,20-29,1,1-5,Intern/Fresher,Female,Single,Legal,Full-Time,No
Satisfied,2,7,20-29,3,1-5,Junior,Male,Single,IT,Contract,Yes
Satisfied,4,9,20-29,3,1-5,Junior,Male,Single,IT,Full-Time,No
Satisfied,5,7,20-29,1,1-5,Intern/Fresher,Other,Single,Finance,Full-Time,No
Satisfied,3,7,20-29,2,1-5,Junior,Male,Single,Operations,Full-Time,No
Satisfied,5,6,20-29,1,1-5,Junior,Female,Single,IT,Full-Time,No
Satisfied,4,6,20-29,1,1-5,Junior,Male,Single,Finance,Full-Time,Yes
Satisfied,3,6,20-29,1,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Satisfied,3,6,20-29,2,1-5,Intern/Fresher,Female,Single,Sales,Full-Time,No
Satisfied,4,7,20-29,1,6-10,Junior,Female,Single,Marketing,Full-Time,No
Satisfied,4,8,20-29,1,1-5,Intern/Fresher,Male,Single,Operations,Full-Time,No
Satisfied,4,7,20-29,1,1-5,Junior,Female,Single,Finance,Full-Time,No
Satisfied,3,7,20-29,3,1-5,Intern/Fresher,Male,Single,Legal,Full-Time,No
Satisfied,4,6,20-29,1,1-5,Junior,Male,Single,Operations,Full-Time,No
Satisfied,2,7,20-29,1,1-5,Junior,Female,Single,Finance,Full-Time,No
Satisfied,4,6,20-29,1,1-5,Junior,Male,Single,HR,Contract,No
Satisfied,5,7,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Satisfied,5,7,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,No
Satisfied,2,7,20-29,3,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Satisfied,2,7,20-29,2,1-5,Intern/Fresher,Other,Single,Sales,Full-Time,No
Satisfied,1,6,20-29,1,6-10,Junior,Female,Single,HR,Full-Time,No
Satisfied,5,7,20-29,1,1-5,Junior,Female,Single,Finance,Full-Time,No
Satisfied,5,8,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Satisfied,5,7,20-29,1,1-5,Intern/Fresher,Male,Single,Marketing,Full-Time,No
Satisfied,4,6,20-29,3,1-5,Junior,Female,Single,Operations,Full-Time,No
Satisfied,2,6,20-29,1,1-5,Intern/Fresher,Female,Single,Marketing,Full-Time,No
Satisfied,5,7,20-29,1,1-5,Junior,Female,Single,Operations,Part-Time,No
Satisfied,3,6,20-29,4,1-5,Junior,Female,Single,HR,Full-Time,No
Satisfied,2,8,20-29,2,1-5,Junior,Female,Single,Operations,Full-Time,No
Satisfied,3,8,20-29,1,1-5,Intern/Fresher,Female,Single,Operations,Full-Time,No
Satisfied,1,5,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Satisfied,4,6,20-29,1,6-10,Junior,Other,Single,Sales,Full-Time,No
Satisfied,4,5,20-29,1,1-5,Intern/Fresher,Female,Single,Sales,Full-Time,No
Satisfied,4,8,20-29,1,1-5,Junior,Other,Single,Operations,Full-Time,No
Satisfied,1,7,20-29,1,1-5,Junior,Female,Single,Marketing,Full-Time,No
Satisfied,1,4,20-29,3,1-5,Junior,Female,Single,Finance,Contract,No
Satisfied,2,8,20-29,1,1-5,Intern/Fresher,Female,Single,Sales,Part-Time,No
Satisfied,2,7,20-29,3,1-5,Intern/Fresher,Male,Single,Sales,Full-Time,No
Satisfied,2,6,20-29,1,1-5,Junior,Male,Single,Operations,Full-Time,No
Satisfied,3,5,20-29,1,1-5,Intern/Fresher,Male,Single,Operations,Full-Time,No
Satisfied,3,6,20-29,1,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Satisfied,2,8,20-29,1,6-10,Junior,Male,Single,IT,Full-Time,Yes
Satisfied,5,8,20-29,2,1-5,Junior,Male,Single,HR,Full-Time,No
Satisfied,1,8,20-29,1,1-5,Junior,Female,Single,Operations,Full-Time,No
Satisfied,2,8,20-29,3,1-5,Intern/Fresher,Male,Single,Finance,Part-Time,No
Satisfied,1,6,20-29,2,1-5,Junior,Female,Single,IT,Full-Time,No
Satisfied,5,7,20-29,1,1-5,Junior,Female,Single,Legal,Contract,No
Satisfied,2,7,20-29,1,1-5,Junior,Female,Single,Marketing,Full-Time,Yes
Satisfied,4,7,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Part-Time,No
Satisfied,4,7,20-29,1,1-5,Junior,Female,Single,Operations,Part-Time,No
Satisfied,3,7,20-29,4,6-10,Junior,Male,Single,Finance,Full-Time,No
Satisfied,3,6,20-29,4,1-5,Intern/Fresher,Male,Single,Operations,Full-Time,No
Satisfied,2,8,20-29,3,1-5,Junior,Female,Single,Finance,Full-Time,No
Satisfied,5,7,20-29,1,6-10,Junior,Female,Single,IT,Contract,No
Satisfied,5,6,20-29,4,1-5,Junior,Male,Single,Marketing,Full-Time,Yes
Neutral,4,6,20-29,2,1-5,Junior,Female,Single,Finance,Full-Time,Yes
Neutral,3,5,20-29,4,1-5,Intern/Fresher,Female,Single,Operations,Full-Time,Yes
Neutral,2,7,20-29,4,1-5,Junior,Female,Single,Finance,Full-Time,Yes
Neutral,2,6,20-29,1,1-5,Junior,Female,Single,Finance,Contract,No
Neutral,3,7,20-29,2,1-5,Intern/Fresher,Female,Single,Sales,Full-Time,Yes
Neutral,3,6,20-29,1,1-5,Junior,Female,Single,Customer Service,Full-Time,No
Neutral,1,6,20-29,3,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Neutral,3,7,20-29,1,1-5,Junior,Female,Single,Legal,Full-Time,No
Neutral,5,8,20-29,3,1-5,Junior,Female,Single,Finance,Full-Time,No
Neutral,2,7,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Part-Time,No
Neutral,2,7,20-29,2,1-5,Intern/Fresher,Female,Single,Finance,Full-Time,No
Neutral,5,8,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Neutral,3,6,20-29,1,1-5,Junior,Male,Single,Sales,Part-Time,No
Neutral,4,8,20-29,1,1-5,Junior,Female,Single,IT,Full-Time,Yes
Neutral,3,7,20-29,1,1-5,Junior,Male,Single,Legal,Part-Time,No
Neutral,2,6,20-29,1,1-5,Junior,Female,Single,Marketing,Part-Time,No
Neutral,5,9,20-29,3,1-5,Junior,Male,Single,Operations,Full-Time,No
Neutral,5,7,20-29,1,1-5,Junior,Male,Single,Finance,Full-Time,No
Neutral,1,6,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Neutral,5,7,20-29,1,1-5,Junior,Female,Single,Finance,Part-Time,No
Neutral,5,7,20-29,2,1-5,Junior,Male,Single,IT,Full-Time,Yes
Neutral,1,6,20-29,1,1-5,Intern/Fresher,Female,Single,Marketing,Contract,No
Neutral,3,8,20-29,3,1-5,Intern/Fresher,Female,Single,Sales,Full-Time,No
Neutral,2,7,20-29,2,1-5,Intern/Fresher,Female,Single,Legal,Full-Time,No
Neutral,4,6,20-29,2,1-5,Intern/Fresher,Male,Single,Marketing,Full-Time,No
Neutral,4,6,20-29,1,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Neutral,4,9,20-29,1,1-5,Intern/Fresher,Male,Single,Operations,Full-Time,No
Neutral,5,6,20-29,1,1-5,Junior,Male,Single,Finance,Full-Time,No
Neutral,3,6,20-29,1,6-10,Junior,Male,Single,IT,Full-Time,Yes
Neutral,5,6,20-29,1,6-10,Junior,Female,Single,Operations,Full-Time,No
Neutral,1,7,20-29,2,1-5,Intern/Fresher,Male,Single,IT,Part-Time,Yes
Neutral,2,6,20-29,1,6-10,Junior,Male,Single,Sales,Part-Time,No
Neutral,4,7,20-29,1,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Neutral,5,6,20-29,1,1-5,Intern/Fresher,Female,Single,Finance,Full-Time,No
Neutral,2,6,20-29,1,1-5,Junior,Female,Single,Finance,Full-Time,No
Neutral,2,6,20-29,3,1-5,Intern/Fresher,Female,Single,Operations,Part-Time,No
Neutral,5,7,20-29,1,6-10,Junior,Male,Single,IT,Part-Time,Yes
Neutral,4,6,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Neutral,5,7,20-29,1,1-5,Junior,Male,Single,IT,Full-Time,Yes
Neutral,5,8,20-29,3,1-5,Junior,Male,Single,Finance,Full-Time,Yes
Neutral,5,6,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Neutral,5,6,20-29,1,1-5,Junior,Male,Single,Operations,Full-Time,Yes
Neutral,5,7,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Part-Time,Yes
Neutral,5,6,20-29,2,1-5,Junior,Female,Single,Legal,Part-Time,No
Neutral,4,6,20-29,1,1-5,Junior,Female,Single,Marketing,Full-Time,No
Neutral,3,6,20-29,3,1-5,Intern/Fresher,Female,Single,Customer Service,Full-Time,No
Neutral,4,4,20-29,1,1-5,Junior,Female,Single,Marketing,Full-Time,No
Neutral,1,6,20-29,1,1-5,Junior,Male,Single,Sales,Part-Time,Yes
Neutral,2,5,20-29,1,1-5,Intern/Fresher,Female,Single,IT,Part-Time,No
Neutral,3,5,20-29,1,1-5,Junior,Female,Single,IT,Full-Time,Yes
Neutral,2,6,20-29,3,1-5,Junior,Male,Married,IT,Full-Time,Yes
Neutral,5,9,20-29,3,1-5,Junior,Male,Single,IT,Full-Time,No
Dissatisfied,3,7,20-29,4,1-5,Junior,Male,Single,IT,Full-Time,Yes
Dissatisfied,5,6,20-29,2,1-5,Intern/Fresher,Male,Single,IT,Part-Time,Yes
Dissatisfied,4,7,20-29,2,1-5,Junior,Female,Single,Finance,Full-Time,No
Dissatisfied,1,7,20-29,2,1-5,Junior,Male,Single,IT,Full-Time,Yes
Dissatisfied,5,8,20-29,1,1-5,Intern/Fresher,Other,Single,Finance,Full-Time,No
Dissatisfied,4,6,20-29,1,1-5,Junior,Male,Single,Operations,Full-Time,No
Dissatisfied,3,9,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Dissatisfied,3,7,20-29,1,1-5,Junior,Male,Single,Finance,Full-Time,No
Dissatisfied,2,7,20-29,2,1-5,Junior,Male,Single,Finance,Full-Time,No
Dissatisfied,5,6,20-29,1,1-5,Junior,Female,Married,Operations,Full-Time,No
Dissatisfied,1,6,20-29,2,1-5,Intern/Fresher,Other,Single,Sales,Full-Time,No
Dissatisfied,1,6,20-29,1,1-5,Junior,Female,Married,Finance,Full-Time,No
Dissatisfied,1,6,20-29,2,1-5,Intern/Fresher,Male,Single,Marketing,Part-Time,Yes
Dissatisfied,3,8,20-29,3,1-5,Junior,Female,Single,IT,Full-Time,Yes
Dissatisfied,2,5,20-29,2,6-10,Junior,Male,Single,IT,Part-Time,Yes
Dissatisfied,4,6,20-29,1,1-5,Intern/Fresher,Female,Single,Operations,Full-Time,No
Dissatisfied,5,7,20-29,1,1-5,Junior,Male,Single,Finance,Full-Time,No
Dissatisfied,4,9,20-29,1,1-5,Junior,Female,Single,Legal,Full-Time,No
Dissatisfied,3,7,20-29,1,1-5,Junior,Other,Single,IT,Part-Time,Yes
Dissatisfied,4,7,20-29,1,1-5,Junior,Female,Single,IT,Contract,Yes
Dissatisfied,2,5,20-29,2,1-5,Intern/Fresher,Male,Single,Marketing,Full-Time,No
Dissatisfied,2,7,20-29,2,1-5,Junior,Female,Single,Sales,Contract,No
Very dissatisfied,4,6,20-29,1,1-5,Junior,Male,Single,Legal,Part-Time,No
Very dissatisfied,5,7,20-29,2,1-5,Intern/Fresher,Female,Single,Marketing,Full-Time,No
Very dissatisfied,4,7,20-29,1,1-5,Junior,Male,Single,Marketing,Full-Time,Yes
Very dissatisfied,5,7,20-29,3,1-5,Intern/Fresher,Female,Single,Finance,Full-Time,No
Very dissatisfied,4,4,20-29,1,1-5,Junior,Male,Single,Sales,Part-Time,Yes
Very dissatisfied,2,4,20-29,5,6-10,Junior,Male,Married,Legal,Full-Time,Yes
Very dissatisfied,4,6,20-29,2,1-5,Intern/Fresher,Male,Single,Legal,Part-Time,No
Very dissatisfied,2,5,20-29,1,1-5,Junior,Male,Single,IT,Part-Time,Yes
Very dissatisfied,4,8,20-29,2,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Very dissatisfied,3,5,20-29,1,6-10,Junior,Male,Single,IT,Contract,Yes
Very dissatisfied,5,5,20-29,4,1-5,Intern/Fresher,Other,Single,Operations,Full-Time,No
Very dissatisfied,3,5,20-29,5,6-10,Junior,Female,Single,Finance,Full-Time,Yes
Very dissatisfied,5,5,20-29,1,6-10,Junior,Female,Married,Marketing,Full-Time,Yes
Very dissatisfied,3,6,20-29,1,6-10,Junior,Male,Single,Legal,Full-Time,Yes
Very dissatisfied,3,6,20-29,2,1-5,Junior,Other,Single,Marketing,Full-Time,No
Very dissatisfied,5,6,20-29,1,1-5,Junior,Male,Single,Operations,Full-Time,No
Very dissatisfied,5,8,20-29,3,1-5,Junior,Male,Single,Legal,Full-Time,No
Very dissatisfied,3,5,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Very dissatisfied,5,6,20-29,3,1-5,Intern/Fresher,Female,Single,Legal,Full-Time,No
Very dissatisfied,3,7,20-29,1,1-5,Intern/Fresher,Male,Single,Marketing,Full-Time,No
Very dissatisfied,4,7,20-29,4,6-10,Junior,Female,Married,HR,Full-Time,No
Very dissatisfied,4,7,20-29,3,1-5,Junior,Female,Single,Operations,Full-Time,Yes
Very dissatisfied,5,8,20-29,3,1-5,Junior,Male,Single,Legal,Full-Time,No
Very dissatisfied,4,7,20-29,2,1-5,Junior,Male,Single,IT,Full-Time,No
Very dissatisfied,5,8,20-29,3,1-5,Junior,Female,Single,IT,Full-Time,Yes
Very dissatisfied,4,5,20-29,1,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,Yes
Very dissatisfied,4,7,20-29,3,1-5,Intern/Fresher,Male,Single,Finance,Part-Time,No
Very dissatisfied,4,6,20-29,1,1-5,Intern/Fresher,Male,Single,Finance,Full-Time,No
Very dissatisfied,4,6,20-29,3,1-5,Intern/Fresher,Male,Single,Marketing,Part-Time,No
Very dissatisfied,5,8,20-29,1,1-5,Intern/Fresher,Male,Single,IT,Full-Time,Yes
Very dissatisfied,5,4,20-29,1,1-5,Junior,Female,Single,HR,Full-Time,No
Very dissatisfied,3,5,20-29,1,1-5,Junior,Female,Single,IT,Full-Time,Yes
Very dissatisfied,4,6,20-29,2,1-5,Intern/Fresher,Female,Single,HR,Full-Time,Yes
Very dissatisfied,4,6,20-29,3,6-10,Junior,Male,Single,Finance,Part-Time,No
Very Satisfied,3,8,30-39,1,6-10,Senior,Female,Married,Operations,Full-Time,No
Very Satisfied,2,7,30-39,2,1-5,Mid,Male,Married,Finance,Full-Time,No
Very Satisfied,1,7,40-49,1,16-20,Senior,Female,Married,Finance,Full-Time,No
Very Satisfied,2,8,20-29,1,6-10,Mid,Male,Single,IT,Full-Time,No
Very Satisfied,1,8,20-29,1,6-10,Senior,Male,Single,IT,Full-Time,Yes
Very Satisfied,1,6,50-59,1,1-5,Lead,Other,Single,Customer Service,Part-Time,No
Very Satisfied,5,9,30-39,1,11-15,Senior,Male,Married,Finance,Full-Time,No
Very Satisfied,1,7,50-59,1,1-5,Lead,Male,Married,IT,Full-Time,Yes
Very Satisfied,3,7,60-69,1,6-10,Senior,Female,Married,Operations,Full-Time,No
Very Satisfied,1,7,50-59,1,21-25,Lead,Other,Single,Finance,Part-Time,No
Very Satisfied,2,8,30-39,1,16-20,Mid,Male,Single,IT,Contract,Yes
Very Satisfied,4,8,20-29,1,1-5,Senior,Other,Single,Operations,Contract,No
Very Satisfied,3,9,30-39,1,1-5,Senior,Male,Married,Customer Service,Part-Time,No
Very Satisfied,1,7,40-49,4,11-15,Senior,Male,Married,Operations,Full-Time,No
Very Satisfied,3,6,30-39,1,6-10,Senior,Male,Single,Finance,Full-Time,No
Very Satisfied,1,6,30-39,1,11-15,Senior,Female,Single,Marketing,Full-Time,No
Very Satisfied,1,7,30-39,1,6-10,Senior,Male,Single,Finance,Full-Time,No
Very Satisfied,1,6,50-59,1,6-10,Lead,Female,Married,Marketing,Full-Time,No
Very Satisfied,1,8,40-49,1,21-25,Mid,Other,Single,Finance,Part-Time,No
Very Satisfied,4,8,20-29,1,6-10,Mid,Female,Single,Finance,Full-Time,No
Very Satisfied,1,7,30-39,1,16-20,Mid,Other,Single,Sales,Part-Time,Yes
Very Satisfied,3,8,30-39,1,1-5,Mid,Male,Married,IT,Full-Time,No
Very Satisfied,2,9,30-39,1,6-10,Mid,Female,Single,Sales,Part-Time,No
Very Satisfied,2,9,40-49,1,26-30,Lead,Female,Married,Operations,Full-Time,No
Very Satisfied,2,6,30-39,1,1-5,Senior,Female,Married,Operations,Full-Time,No
Very Satisfied,3,8,50-59,1,6-10,Senior,Female,Married,IT,Full-Time,Yes
Very Satisfied,1,7,40-49,1,16-20,Mid,Female,Married,Operations,Full-Time,No
Very Satisfied,1,7,40-49,2,16-20,Senior,Male,Married,IT,Full-Time,No
Very Satisfied,4,8,30-39,1,11-15,Senior,Female,Single,Operations,Full-Time,No
Very Satisfied,2,9,30-39,1,6-10,Senior,Other,Single,Finance,Full-Time,No
Very Satisfied,1,8,50-59,1,11-15,Lead,Male,Married,HR,Full-Time,No
Very Satisfied,1,7,30-39,1,11-15,Senior,Female,Married,Finance,Part-Time,No
Very Satisfied,1,6,50-59,1,1-5,Lead,Female,Married,Finance,Part-Time,No
Very Satisfied,2,7,40-49,1,16-20,Mid,Female,Married,Finance,Full-Time,No
Very Satisfied,2,6,50-59,1,11-15,Senior,Male,Married,Sales,Full-Time,No
Very Satisfied,1,9,30-39,1,6-10,Senior,Female,Single,Marketing,Full-Time,No
Very Satisfied,4,8,50-59,1,11-15,Senior,Male,Divorced,IT,Part-Time,No
Very Satisfied,3,6,50-59,1,6-10,Lead,Male,Married,Operations,Contract,No
Very Satisfied,1,5,40-49,1,11-15,Senior,Male,Married,Legal,Part-Time,No
Very Satisfied,3,8,50-59,1,1-5,Lead,Female,Divorced,Sales,Part-Time,No
Very Satisfied,2,8,50-59,1,16-20,Lead,Male,Divorced,IT,Full-Time,No
Very Satisfied,2,8,50-59,1,26-30,Senior,Male,Married,Finance,Contract,No
Very Satisfied,1,8,40-49,2,16-20,Lead,Other,Single,Legal,Full-Time,No
Very Satisfied,1,9,30-39,1,1-5,Senior,Male,Married,IT,Part-Time,Yes
Very Satisfied,1,7,30-39,1,11-15,Senior,Male,Married,Finance,Full-Time,No
Very Satisfied,1,7,30-39,1,6-10,Senior,Female,Married,Marketing,Full-Time,No
Very Satisfied,3,7,30-39,1,11-15,Senior,Female,Single,Finance,Full-Time,No
Very Satisfied,2,8,50-59,1,11-15,Senior,Male,Married,Finance,Full-Time,No
Very Satisfied,2,6,20-29,1,6-10,Mid,Female,Single,Legal,Part-Time,No
Very Satisfied,2,8,30-39,1,6-10,Senior,Female,Married,Legal,Full-Time,No
Very Satisfied,1,7,40-49,1,6-10,Mid,Male,Married,IT,Full-Time,No
Very Satisfied,3,7,30-39,1,11-15,Senior,Female,Married,Customer Service,Full-Time,No
Very Satisfied,1,7,50-59,1,11-15,Senior,Male,Married,IT,Full-Time,No
Very Satisfied,3,9,50-59,1,11-15,Lead,Male,Married,Sales,Full-Time,No
Very Satisfied,4,8,20-29,1,6-10,Senior,Male,Married,IT,Contract,No
Very Satisfied,1,6,50-59,1,6-10,Senior,Female,Married,Marketing,Full-Time,No
Very Satisfied,1,6,30-39,1,11-15,Senior,Male,Married,IT,Full-Time,No
Very Satisfied,4,7,30-39,1,6-10,Mid,Female,Single,Operations,Full-Time,No
Very Satisfied,1,9,30-39,1,11-15,Mid,Female,Married,Marketing,Full-Time,No
Very Satisfied,1,5,50-59,1,21-25,Senior,Male,Married,Operations,Full-Time,No
Very Satisfied,2,8,40-49,1,21-25,Mid,Male,Married,Sales,Full-Time,No
Very Satisfied,4,9,20-29,1,6-10,Senior,Female,Married,Marketing,Part-Time,No
Very Satisfied,3,6,30-39,1,6-10,Senior,Male,Married,Finance,Full-Time,No
Very Satisfied,3,8,40-49,2,16-20,Lead,Female,Married,Finance,Full-Time,No
Very Satisfied,2,6,50-59,1,1-5,Senior,Other,Single,Operations,Full-Time,No
Very Satisfied,1,4,30-39,1,11-15,Senior,Other,Single,Marketing,Full-Time,No
Very Satisfied,2,8,40-49,1,16-20,Lead,Male,Single,Finance,Full-Time,No
Very Satisfied,2,6,40-49,1,26-30,Senior,Female,Married,IT,Part-Time,No
Very Satisfied,2,9,30-39,1,16-20,Senior,Male,Married,Finance,Part-Time,No
Very Satisfied,1,7,30-39,1,6-10,Senior,Female,Single,Operations,Contract,No
Very Satisfied,2,7,30-39,2,6-10,Senior,Female,Married,HR,Full-Time,No
Very Satisfied,1,7,30-39,2,6-10,Senior,Female,Single,HR,Contract,No
Very Satisfied,1,6,40-49,1,16-20,Senior,Female,Married,IT,Full-Time,No
Very Satisfied,4,9,40-49,1,26-30,Senior,Other,Single,Finance,Part-Time,No
Very Satisfied,2,8,30-39,1,11-15,Mid,Male,Single,Marketing,Full-Time,No
Very Satisfied,4,9,30-39,1,6-10,Senior,Female,Single,Operations,Full-Time,No
Very Satisfied,3,8,30-39,1,16-20,Senior,Female,Divorced,Finance,Full-Time,No
Very Satisfied,1,6,30-39,1,6-10,Mid,Male,Married,IT,Full-Time,Yes
Very Satisfied,1,8,30-39,1,6-10,Mid,Male,Single,IT,Full-Time,Yes
Very Satisfied,2,8,30-39,1,16-20,Senior,Male,Single,Sales,Full-Time,No
Very Satisfied,1,5,30-39,2,11-15,Senior,Female,Married,Marketing,Full-Time,No
Very Satisfied,1,6,30-39,1,6-10,Senior,Female,Married,Operations,Contract,No
Very Satisfied,1,9,30-39,1,1-5,Senior,Male,Married,Sales,Full-Time,No
Very Satisfied,1,8,30-39,1,11-15,Senior,Male,Married,Operations,Full-Time,No
Very Satisfied,1,7,30-39,1,16-20,Senior,Male,Married,Finance,Part-Time,No
Very Satisfied,1,9,30-39,1,11-15,Senior,Male,Divorced,Operations,Full-Time,No
Very Satisfied,5,5,30-39,1,6-10,Senior,Female,Married,Finance,Contract,No
Very Satisfied,3,8,30-39,2,16-20,Senior,Male,Married,Finance,Part-Time,No
Very Satisfied,3,8,40-49,1,16-20,Mid,Male,Married,HR,Full-Time,No
Very Satisfied,2,8,50-59,2,11-15,Senior,Male,Married,Finance,Full-Time,No
Very Satisfied,2,6,50-59,1,11-15,Senior,Male,Married,Finance,Full-Time,Yes
Very Satisfied,1,6,30-39,2,16-20,Senior,Female,Married,Finance,Full-Time,No
Very Satisfied,4,7,30-39,1,16-20,Senior,Male,Single,Sales,Contract,No
Very Satisfied,4,9,30-39,1,6-10,Senior,Female,Divorced,Operations,Part-Time,No
Very Satisfied,5,8,40-49,3,21-25,Senior,Male,Divorced,Operations,Full-Time,No
Very Satisfied,2,8,60-69,1,11-15,Senior,Female,Married,Finance,Full-Time,No
Very Satisfied,4,6,20-29,1,1-5,Senior,Male,Single,Finance,Full-Time,No
Very Satisfied,1,5,30-39,1,6-10,Mid,Male,Married,IT,Part-Time,Yes
Very Satisfied,3,6,30-39,4,16-20,Senior,Female,Single,Finance,Full-Time,No
Very Satisfied,1,7,30-39,2,6-10,Senior,Male,Divorced,Sales,Full-Time,No
Very Satisfied,4,6,40-49,1,26-30,Senior,Female,Married,Marketing,Full-Time,No
Very Satisfied,1,7,60-69,1,26-30,Senior,Other,Single,IT,Full-Time,No
Very Satisfied,5,8,50-59,1,11-15,Senior,Male,Married,Operations,Full-Time,No
Very Satisfied,2,5,30-39,1,6-10,Senior,Male,Single,IT,Full-Time,No
Very Satisfied,4,8,30-39,1,6-10,Senior,Female,Single,IT,Part-Time,No
Very Satisfied,5,8,30-39,1,11-15,Senior,Female,Single,Finance,Part-Time,No
Very Satisfied,2,8,50-59,1,11-15,Senior,Male,Married,Operations,Full-Time,No
Very Satisfied,4,7,30-39,3,11-15,Senior,Female,Single,Finance,Contract,No
Very Satisfied,1,8,30-39,4,11-15,Senior,Female,Single,Legal,Full-Time,No
Very Satisfied,1,5,50-59,1,26-30,Senior,Female,Married,Marketing,Contract,No
Very Satisfied,3,5,30-39,2,1-5,Senior,Male,Married,Marketing,Full-Time,No
Very Satisfied,4,6,30-39,1,16-20,Senior,Male,Single,IT,Full-Time,No
Very Satisfied,5,8,30-39,1,11-15,Senior,Male,Married,IT,Full-Time,No
Very Satisfied,3,5,40-49,3,1-5,Senior,Female,Single,Legal,Full-Time,Yes
Very Satisfied,4,7,50-59,1,6-10,Senior,Female,Married,Operations,Full-Time,No
Very Satisfied,3,7,50-59,1,26-30,Senior,Female,Married,Legal,Contract,No
Very Satisfied,5,7,30-39,1,16-20,Senior,Female,Single,Marketing,Full-Time,No
Very Satisfied,2,6,30-39,1,6-10,Senior,Male,Married,IT,Contract,Yes
Very Satisfied,3,7,30-39,1,16-20,Senior,Male,Divorced,IT,Part-Time,No
Very Satisfied,1,5,30-39,1,6-10,Senior,Male,Single,Operations,Full-Time,No
Very Satisfied,1,5,20-29,3,6-10,Mid,Male,Single,Sales,Full-Time,No
Very Satisfied,3,7,40-49,2,6-10,Senior,Male,Married,Finance,Full-Time,No
Very Satisfied,4,6,30-39,1,11-15,Mid,Female,Single,IT,Full-Time,Yes
Very Satisfied,4,6,30-39,1,11-15,Mid,Female,Divorced,Customer Service,Full-Time,No
Very Satisfied,1,7,30-39,1,11-15,Senior,Male,Married,Sales,Part-Time,No
Very Satisfied,2,6,30-39,1,6-10,Senior,Male,Single,Marketing,Part-Time,No
Very Satisfied,3,6,30-39,3,16-20,Senior,Female,Married,Sales,Full-Time,No
Very Satisfied,4,7,30-39,1,6-10,Mid,Male,Married,Sales,Full-Time,Yes
Very Satisfied,5,8,40-49,2,16-20,Lead,Male,Married,Finance,Contract,No
Very Satisfied,3,6,30-39,4,1-5,Senior,Male,Divorced,Operations,Full-Time,No
Very Satisfied,4,8,40-49,1,6-10,Senior,Male,Married,IT,Full-Time,Yes
Very Satisfied,5,7,30-39,1,11-15,Senior,Female,Married,Marketing,Full-Time,No
Very Satisfied,5,6,40-49,2,6-10,Senior,Male,Married,Sales,Contract,No
Very Satisfied,1,7,40-49,2,6-10,Senior,Male,Married,IT,Full-Time,Yes
Very Satisfied,1,8,30-39,2,1-5,Senior,Female,Single,Marketing,Full-Time,Yes
Very Satisfied,1,6,40-49,1,11-15,Lead,Male,Single,IT,Full-Time,Yes
